listing_id,review_id,date,reviewer_id
35627946,487757059,2019-07-14,27221343
13422544,108361318,2016-10-15,17622389
21584974,442816061,2019-04-24,177950805
27988211,405639373,2019-01-27,91748944
2444174,51212340,2015-10-18,45311842
15738134,577888428,2019-12-16,200411153
10720224,489502311,2019-07-17,173192558
42285133,614634908,2020-03-05,138705538
13394,526143681,2019-09-08,61783777
6538124,62191880,2016-02-12,56433865
22223842,290428867,2018-07-14,141735239
30723889,417702719,2019-02-28,45623357
27301757,510495797,2019-08-16,279169734
27375052,485298827,2019-07-10,253147701
924658,426939487,2019-03-22,223646534
781330,217851474,2017-12-10,159978089
15843096,582752572,2019-12-27,40165800
20557068,404584770,2019-01-24,171142613
7602810,228989115,2018-01-21,151413067
1771905,360687333,2018-12-21,118871887
17778941,210677140,2017-11-10,12207766
5122292,38531395,2015-07-16,28491803
40981769,623073344,2020-04-25,22805415
42529603,712130820,2020-11-29,94031088
29483017,428225346,2019-03-24,50557359
1991241,299158823,2018-07-30,68385865
1862377,274343269,2018-06-09,193414348
5233736,566334138,2019-11-19,4130849
34441389,597283972,2020-01-25,141831505
40902193,672375440,2020-10-08,21186197
18206871,452838456,2019-05-14,148952490
30702339,438935915,2019-04-18,103508004
33093264,615254811,2020-03-07,96048380
12363802,115628506,2016-11-26,27768587
28004705,432873001,2019-04-05,22974344
2055050,22532558,2014-11-09,4468286
24081143,517495576,2019-08-25,261403455
31337201,703346345,2020-10-24,244538840
11124716,249910463,2018-04-03,35011731
11577579,85050404,2016-07-10,79816965
28824616,360240123,2018-12-19,75505511
36411822,573249069,2019-12-05,228316044
13856793,102232067,2016-09-17,12195512
862444,68968347,2016-04-08,44937870
19323283,195713912,2017-09-20,26277687
14294961,99378941,2016-09-04,80476428
15215364,239611816,2018-03-02,27222944
10135808,454193925,2019-05-17,122532713
44745425,707339785,2020-11-08,373867327
30914346,536265121,2019-09-26,12311874
2070912,474589323,2019-06-23,137825982
21227776,476385602,2019-06-26,14256209
22256282,332047400,2018-10-04,33731371
10482554,614557028,2020-03-05,85633024
788259,209462146,2017-11-05,128670492
10393619,62863046,2016-02-17,53858305
3376525,220652914,2017-12-23,56628809
5358272,125098849,2017-01-03,99481108
30092550,479341884,2019-06-30,138730309
19867848,277693272,2018-06-17,124537744
247254,735006,2011-11-21,1371183
29801834,489511630,2019-07-17,45315879
371299,195831569,2017-09-21,12912001
5894003,222611949,2017-12-30,19737460
2103541,144307151,2017-04-15,1571624
3694130,318028564,2018-09-03,71176470
14237940,97602974,2016-08-28,63256042
1263964,36273674,2015-06-27,13906344
33186696,495887240,2019-07-26,64794125
24391733,556485540,2019-10-29,39646517
400887,2639213,2012-10-17,2732399
133025,25012104,2015-01-05,20683165
13563835,425550611,2019-03-18,7343264
22676225,554207471,2019-10-25,106726610
20523741,560384320,2019-11-06,257278261
18389564,209064111,2017-11-04,148286033
23769076,297023818,2018-07-27,198745360
33889965,474277311,2019-06-23,79657526
9390544,59792466,2016-01-15,51411161
13294595,109377489,2016-10-21,38694002
5612283,86794671,2016-07-17,57388287
2894379,79503911,2016-06-13,38900605
10097490,65048538,2016-03-10,34197748
5605790,469389320,2019-06-14,266147739
1530250,229716346,2018-01-25,152912650
42849744,634492655,2020-07-04,19131758
15635529,245483560,2018-03-22,66385520
604141,29919237,2015-04-14,27779600
771124,84106742,2016-07-05,42618038
5664376,67391827,2016-03-29,52296964
13121609,533113499,2019-09-21,199498442
38437629,567826186,2019-11-23,122568813
16556211,194302239,2017-09-16,49367563
765956,165283334,2017-06-30,83429336
28185121,599097487,2020-01-29,61724400
20221423,501309800,2019-08-03,278804490
17680772,566392091,2019-11-19,260292636
585937,102275628,2016-09-17,15604843
25219440,282366694,2018-06-27,134078396
15659733,345819064,2018-11-06,222239771
13938420,551704069,2019-10-20,157883739
30483712,471290585,2019-06-17,265894361
38019110,530744859,2019-09-16,149503356
14276664,145648333,2017-04-19,12769241
38164848,544791332,2019-10-11,215728322
1188902,5547538,2013-07-05,3613835
9762844,116608032,2016-12-02,3440356
29282232,362559250,2018-12-26,58212787
15591252,601922661,2020-02-05,71894328
36154441,724728601,2021-01-16,89946349
16310889,710030433,2020-11-20,249698425
17697139,538901462,2019-09-30,54161058
4613612,452457390,2019-05-13,19919921
21798471,707620270,2020-11-08,16909533
38577878,561809226,2019-11-10,142973317
18972082,278195488,2018-06-17,188107015
8208285,86517711,2016-07-16,63536925
21593338,491358259,2019-07-20,39509487
8658299,81886238,2016-06-25,32798687
13150776,531683064,2019-09-18,22847761
11438189,229270688,2018-01-22,143032593
29600326,712123715,2020-11-29,238629751
4405804,239494455,2018-03-02,173763707
31344861,596858875,2020-01-24,15940106
3198018,218562870,2017-12-13,31761596
12005845,85272530,2016-07-11,50257874
6649787,271815485,2018-06-02,175878126
34690498,473430369,2019-06-21,213924593
2554749,51548166,2015-10-21,24932404
38204941,720331094,2021-01-01,234534111
12544794,524480311,2019-09-06,44904072
424531,36390892,2015-06-28,7881202
25113397,411886433,2019-02-14,207943613
5567509,260790902,2018-05-05,186853232
20766232,299004595,2018-07-30,196117950
4505700,232936845,2018-02-07,161589711
6368765,164855434,2017-06-29,135459842
11091076,522537141,2019-09-02,260121247
17186194,161172185,2017-06-17,21123532
269283,90054779,2016-07-31,53381469
2160836,17862265,2014-08-18,5498015
19712210,571468586,2019-12-01,53050494
17666559,230064421,2018-01-27,10973477
28610075,345447259,2018-11-05,220983664
31435513,467814618,2019-06-11,265938880
37720632,603095171,2020-02-08,179658349
13978084,190608664,2017-09-04,51280273
12283383,193115580,2017-09-12,20608130
8946730,200929799,2017-10-07,114592430
8754560,297823985,2018-07-28,165203175
15037251,307118651,2018-08-13,75041872
5229110,95305295,2016-08-19,54127440
6711928,579263039,2019-12-20,22289562
9075590,405007820,2019-01-26,229042775
20914843,598565431,2020-01-27,220057281
14425647,141622174,2017-04-03,12491942
22107368,265024020,2018-05-15,58313167
29112466,358397708,2018-12-14,169618854
33262817,727439869,2021-01-29,192526488
9140055,77751383,2016-06-03,56378421
1958946,14466774,2014-06-20,13734320
38806865,568008283,2019-11-23,127291038
12811400,275732094,2018-06-11,172285682
28382995,329747242,2018-09-29,182520786
27596343,600206993,2020-02-01,52019997
29703995,463672633,2019-06-03,39701912
16662330,205548107,2017-10-22,147095158
12834816,318861463,2018-09-04,99215608
15396781,606706978,2020-02-16,102885576
19240488,288652264,2018-07-10,39914988
7899724,105694032,2016-10-02,4941136
27420402,566535018,2019-11-19,224562108
25264305,496888114,2019-07-28,202281806
2791574,76602246,2016-05-28,53814274
23860584,579974137,2019-12-21,162609002
12220711,179649968,2017-08-08,119312248
9712154,451151402,2019-05-11,31949125
23972745,276214608,2018-06-13,180521974
33844712,707052494,2020-11-07,55372727
11778475,432469171,2019-04-04,109252594
4098406,40321147,2015-07-30,13711964
27081359,368827429,2019-01-08,61072259
1026329,35535786,2015-06-20,10945688
8208849,280103876,2018-06-22,35157855
581180,703750247,2020-10-25,37282993
522864,238128111,2018-02-25,4157562
12419636,617441997,2020-03-13,14743146
30231053,411705755,2019-02-13,238803285
33783849,626584714,2020-05-28,115895604
19831183,323071806,2018-09-14,31486006
37047343,712797964,2020-12-01,233052890
2294502,31454238,2015-05-05,30384597
37419678,566017830,2019-11-18,143287142
24817793,405547586,2019-01-27,153479819
18250490,219364552,2017-12-17,2263870
28963068,471439080,2019-06-17,66214146
13556347,436490691,2019-04-13,50672837
12792721,538843380,2019-09-30,186638796
15000886,355688562,2018-12-05,96372100
21147325,299137342,2018-07-30,181832109
23572420,471381536,2019-06-17,134143043
13654417,232678550,2018-02-05,138715046
8458599,122704099,2016-12-25,51049743
162493,124701972,2017-01-02,6250434
6983407,120054560,2016-12-07,17362172
26690449,566425477,2019-11-19,114526699
30686973,531049723,2019-09-16,63796474
29141178,437729916,2019-04-15,7383303
17539385,275710407,2018-06-11,71774040
18632502,425636025,2019-03-18,63419912
7038801,669915288,2020-10-01,42419832
4045171,127103921,2017-01-15,8014391
283645,235550202,2018-02-17,167693384
5205539,150418084,2017-05-07,121975908
19577620,215406765,2017-11-29,57820259
960461,166455012,2017-07-03,12840063
7121185,640397013,2020-07-20,139296190
880092,248294953,2018-03-31,52515835
19185478,524656455,2019-09-06,94183812
2224701,179606617,2017-08-08,97790558
22031683,358485944,2018-12-14,110867693
22709315,635291402,2020-07-06,36013970
742026,195743387,2017-09-20,988396
18863932,541231662,2019-10-04,17029612
13808994,234194227,2018-02-11,46203039
20137576,366881769,2019-01-03,128586869
33564375,470897068,2019-06-16,266429269
16662330,512199365,2019-08-18,97683120
23376235,465902381,2019-06-08,234120906
562683,197789380,2017-09-27,122473924
1041976,70712820,2016-04-20,12849887
12116820,196520970,2017-09-23,22086404
10642925,73800862,2016-05-10,11176853
22056279,609555063,2020-02-23,28822270
35778326,546938375,2019-10-14,24381461
21101413,541863411,2019-10-05,288341846
47753857,727668504,2021-01-30,287918194
29279624,439600887,2019-04-19,27006561
32678720,450869261,2019-05-10,179460200
5701245,71853691,2016-04-29,48593713
11676070,289329633,2018-07-12,85356160
22817886,240934505,2018-03-06,172906299
18219409,327587526,2018-09-24,12949970
13294471,86112266,2016-07-15,44106759
32228863,463323812,2019-06-03,253646142
9836703,233915725,2018-02-11,170995616
34246713,612654341,2020-03-01,62849776
18876580,417823700,2019-02-28,195154310
876308,68913400,2016-04-07,9878676
1230922,162084086,2017-06-19,21681514
41426877,704858307,2020-10-29,112795823
11193196,417151015,2019-02-26,52435760
9147025,720428117,2021-01-01,210677503
443237,24406641,2014-12-28,3138494
34122411,456262457,2019-05-21,234319245
14094559,432805503,2019-04-05,250865068
18824946,522015636,2019-09-01,287651707
10761926,65022702,2016-03-10,20635020
5822334,152144018,2017-05-15,18040968
26693195,343443244,2018-10-31,193726150
20646197,569652953,2019-11-27,136760389
31537704,417861720,2019-02-28,112630371
6816166,106081232,2016-10-04,53535144
1058642,130037396,2017-02-04,47690565
27237325,546424247,2019-10-13,29272882
960461,604495310,2020-02-11,255449787
14109544,513514152,2019-08-19,212993630
3764433,60719187,2016-01-26,655170
40668364,611675438,2020-02-27,4412404
794009,19812751,2014-09-19,10906300
2194038,223611695,2018-01-01,14018244
24970982,402752108,2019-01-19,2048073
20271739,528698430,2019-09-13,14742473
36483146,495670349,2019-07-26,134221323
37714434,570502194,2019-11-29,93628179
795193,430943290,2019-03-31,64386749
24402228,271147802,2018-05-31,16130745
19600158,256169973,2018-04-22,180730209
21169541,212514986,2017-11-18,23389600
6282502,320187427,2018-09-08,102919836
20781039,208206583,2017-10-31,118385671
8942973,407053506,2019-01-31,60126345
25071445,318656891,2018-09-04,50235228
18694945,173177390,2017-07-23,23555241
479002,177630998,2017-08-03,123821440
17782024,240537324,2018-03-05,49832488
6286855,484579283,2019-07-09,19000838
4100060,211894747,2017-11-15,139272334
17778941,195488183,2017-09-19,36106090
4405396,120985071,2016-12-13,32439073
1331613,609541048,2020-02-23,40730789
4808505,75361776,2016-05-21,71154223
10212685,605097963,2020-02-13,234369324
40143275,613734272,2020-03-02,12187671
994093,18938102,2014-09-03,15541498
13490824,291834983,2018-07-16,129601976
16222627,208769626,2017-11-03,120673228
1190556,501198010,2019-08-03,14470953
4708314,425065797,2019-03-17,246247656
33432472,470819398,2019-06-16,229150503
23438969,341878806,2018-10-28,134908072
15052455,210275120,2017-11-08,6305590
42128082,614313076,2020-03-04,16760006
22475432,717729719,2020-12-23,217111755
16060453,494342171,2019-07-24,141963167
4786632,517884533,2019-08-25,281599428
15114550,218270602,2017-12-11,130098031
28932466,365607031,2019-01-01,198918581
34203196,566196846,2019-11-18,8310867
16288098,559551093,2019-11-04,15254384
1172676,262155550,2018-05-08,90916181
508247,597379702,2020-01-25,149141527
2489025,76834935,2016-05-29,46311225
1139247,533820238,2019-09-22,101717489
16912472,137774873,2017-03-17,27438213
30376994,438867378,2019-04-17,220442882
344258,2786881,2012-11-02,3418979
1247577,13196892,2014-05-21,6810272
11016658,132872059,2017-02-19,109895249
37055105,550941632,2019-10-19,91870419
1109835,143041314,2017-04-10,116011926
17190320,569663258,2019-11-27,104920563
15068625,146849002,2017-04-23,27261918
3366626,527424557,2019-09-10,289046318
8528176,125552638,2017-01-06,36951723
18523046,303819681,2018-08-08,124762446
28833297,595537457,2020-01-20,325597972
252525,472677240,2019-06-20,103541463
1625365,654122584,2020-08-21,19246527
9747916,467930202,2019-06-11,7770922
32178027,455745775,2019-05-20,257055912
3674909,343637907,2018-11-01,174151773
5126291,231716456,2018-02-02,15971168
38714360,537768604,2019-09-29,217429197
44322510,656289341,2020-08-25,299961105
28507123,643270956,2020-07-27,187466049
21833568,219672067,2017-12-18,90620526
40986707,603637037,2020-02-09,311135518
26122811,322446358,2018-09-13,22338597
17118173,228030445,2018-01-17,85626914
5233561,52970926,2015-11-03,6641343
15157047,348830763,2018-11-15,159784794
10948582,74364660,2016-05-15,8806881
22626924,320259754,2018-09-08,86225975
9792286,519913854,2019-08-29,84600109
12964244,332337096,2018-10-05,65205143
35590372,700561743,2020-10-15,11031205
15301517,209636413,2017-11-05,45570002
29701500,574687456,2019-12-08,113894624
3124351,89326100,2016-07-28,8070262
19834415,432198247,2019-04-03,168527678
17848627,314920032,2018-08-27,206343448
13001090,242565395,2018-03-12,167546450
17481070,161061191,2017-06-16,131946977
14736337,169822381,2017-07-13,12091093
5377071,49042480,2015-09-30,43613245
12728937,103955116,2016-09-25,83607825
5714831,46248851,2015-09-08,2376382
5185223,672248124,2020-10-07,65283747
4080071,38886085,2015-07-19,36269676
4846449,106879043,2016-10-08,53543496
35136997,489226040,2019-07-16,219289703
7692870,139821159,2017-03-26,55639130
12666040,122084760,2016-12-21,39443490
16766700,452685734,2019-05-13,109342565
4647545,501121526,2019-08-03,141502274
20669752,200921691,2017-10-07,151451133
25607679,416697151,2019-02-25,83018521
26749248,430005534,2019-03-29,238410920
63320,1063988,2012-03-31,1774974
4613612,51719318,2015-10-24,22979598
21071573,203442981,2017-10-15,108100997
4352537,46081649,2015-09-07,43131261
819982,30033517,2015-04-16,1366955
20819020,338096773,2018-10-18,217775418
18534347,283414280,2018-06-30,22905720
21352620,450346047,2019-05-09,81697112
7132891,59478424,2016-01-11,31439100
21422721,454097596,2019-05-17,127604236
930540,604988717,2020-02-13,255562886
3289829,65943446,2016-03-18,30717432
22173706,261337387,2018-05-06,183105074
3476877,115141702,2016-11-22,73209948
16346016,420246270,2019-03-06,113942060
23660526,503061660,2019-08-05,251991019
11707691,701546626,2020-10-18,218082980
45377161,730166041,2021-02-10,71479435
17763243,474684467,2019-06-23,208897892
3619185,635913500,2020-07-08,321855410
4706735,68484430,2016-04-05,32468333
24297761,336982073,2018-10-15,39324054
2567143,359522403,2018-12-17,40061312
3961445,259768920,2018-05-02,744347
32454909,533883681,2019-09-22,113029991
21122865,284688526,2018-07-02,180903723
18503201,275944868,2018-06-12,11011748
10938309,632824522,2020-06-28,273074412
39595555,614754882,2020-03-06,30846342
2210041,573579279,2019-12-06,310918069
13820555,105020235,2016-09-29,44481422
34392653,729078994,2021-02-05,2701681
9181697,275948299,2018-06-12,17130753
16113956,367512059,2019-01-05,229823913
1576302,367182076,2019-01-04,106613037
11469018,101826215,2016-09-15,50098003
14952091,518390425,2019-08-26,87692790
2994261,473825735,2019-06-22,29829905
5177240,35898852,2015-06-22,35660394
22532193,336586628,2018-10-14,219621412
698132,43607064,2015-08-21,12087721
765255,10466605,2014-02-20,11282045
14832276,296305700,2018-07-25,39420635
25263902,271051357,2018-05-31,26869122
31004354,720296739,2021-01-01,16404636
34148641,554382728,2019-10-26,3094233
22273397,263185591,2018-05-11,53952006
11522815,240366680,2018-03-04,22934699
15697211,615091271,2020-03-07,60800221
17804278,224488825,2018-01-03,112392964
22949606,315147890,2018-08-28,97252545
2485119,24637433,2015-01-01,21306375
31102,133888365,2017-02-25,111549773
18381632,164452774,2017-06-27,71182084
4102976,30213260,2015-04-19,11787468
21938593,542959949,2019-10-06,60704600
6762208,249504674,2018-04-02,28876976
9799458,83132133,2016-07-01,353208
10071881,160406005,2017-06-14,16483833
1668941,9077378,2013-12-04,980703
4213922,282768886,2018-06-28,145229858
16971632,345703585,2018-11-05,25196236
6267528,99167662,2016-09-03,25333702
2720634,20113118,2014-09-23,1659406
6278178,440612238,2019-04-21,231238932
4939710,33091099,2015-05-25,19526749
10995325,500285533,2019-08-02,114435466
3371580,71539308,2016-04-26,20852961
6754497,56138322,2015-12-09,32698196
501912,75076797,2016-05-18,49555264
37254303,575282104,2019-12-09,64801293
14340398,305598549,2018-08-11,64347203
10709131,61825231,2016-02-08,56201071
23274262,292491495,2018-07-18,23559064
10931881,338753766,2018-10-20,47717254
20206770,236754114,2018-02-20,40946478
8844402,451291193,2019-05-11,245823491
16394059,129853619,2017-02-02,18610415
28355862,447293817,2019-05-03,97611832
23958007,426018376,2019-03-19,18654578
11105823,582361929,2019-12-26,79019558
11285620,339717133,2018-10-21,107917118
15323940,475402350,2019-06-24,36121660
37712010,541026721,2019-10-04,143836923
38036371,672809578,2020-10-10,367153645
8989505,161169168,2017-06-17,123068903
4766765,57282505,2015-12-24,9312670
33921777,642708086,2020-07-26,357080444
6998270,62688486,2016-02-16,3348568
15959760,198931090,2017-10-01,12210850
2436301,24767554,2015-01-02,17247603
4705754,61920370,2016-02-09,21141763
25533537,506967077,2019-08-11,4064354
14459513,586584514,2020-01-02,54948881
870905,7918093,2013-10-08,8090456
24916751,544075848,2019-10-09,9622250
15565536,292457129,2018-07-18,41380096
23890918,557442612,2019-11-01,234474670
14798191,346170001,2018-11-07,222575195
10909621,101838735,2016-09-15,8234459
8353482,125746182,2017-01-07,105974129
19800667,419666362,2019-03-04,60968017
221754,667593,2011-10-26,564034
24216570,610495004,2020-02-24,331366521
4480827,75467178,2016-05-21,19626218
2444174,60703930,2016-01-26,19733771
567563,361689388,2018-12-24,88996661
20864712,718615963,2020-12-27,113155514
35643676,652604906,2020-08-17,307623453
15418321,439606492,2019-04-19,45800243
9704195,132161268,2017-02-16,110290288
23852562,245682133,2018-03-23,125948153
33959515,620210297,2020-03-21,128393532
8877233,262217904,2018-05-08,128250747
22996329,583546511,2019-12-28,316989291
9765270,63771560,2016-02-27,59218661
29416216,528161886,2019-09-12,122161819
33930289,636077530,2020-07-09,31586649
37435098,506398161,2019-08-10,64647161
1019241,21210693,2014-10-13,16847880
19432787,493789927,2019-07-23,27781276
30905382,360552178,2018-12-21,230132253
21356244,295909943,2018-07-24,62761377
6776698,364896898,2018-12-31,41339125
15734355,139480042,2017-03-25,71992057
11428081,80427488,2016-06-18,37465000
20809620,363678988,2018-12-29,137968293
14150077,609241883,2020-02-22,237258627
24203945,446028569,2019-04-30,183395536
25213872,348387830,2018-11-13,211251497
23369991,456842209,2019-05-22,51858032
35178219,664809980,2020-09-16,252319328
14781817,533297281,2019-09-21,21442546
6442183,457005237,2019-05-23,92663069
16112187,234870197,2018-02-14,110864407
14010283,142701041,2017-04-09,70477791
38946030,652653281,2020-08-17,174394832
30433688,454369688,2019-05-18,29282176
12577671,219987780,2017-12-20,49077746
22142914,608694801,2020-02-21,263290177
1104826,216449271,2017-12-03,29197669
273201,164926266,2017-06-29,9935800
7615496,192549357,2017-09-10,46618285
35720873,503632762,2019-08-06,125723832
3328969,195422802,2017-09-19,34804969
5395679,190977529,2017-09-05,40062358
5220277,136384294,2017-03-10,11570517
9416915,71104367,2016-04-23,63876252
7556153,618625194,2020-03-15,92524135
35726366,547484405,2019-10-15,296262525
847003,414188745,2019-02-18,126669625
19331663,718649586,2020-12-27,281481248
10326009,265172096,2018-05-16,66855025
29093867,721836895,2021-01-04,67699884
16712065,338740497,2018-10-20,216082681
5311057,38320141,2015-07-14,16786938
4714148,160926979,2017-06-16,41169519
15153632,139507865,2017-03-25,107698452
41556417,621350411,2020-03-30,74903068
5969642,76253409,2016-05-26,12147482
25884923,409260946,2019-02-07,16171806
39194574,555982131,2019-10-28,61295040
607172,66622260,2016-03-23,16179213
15267983,135134223,2017-03-03,3850902
5009338,253044290,2018-04-13,40650471
85857,159664983,2017-06-11,31656058
19602515,595606820,2020-01-20,86887341
924691,126098684,2017-01-09,74576753
23557443,329527694,2018-09-29,29377634
5736180,75476671,2016-05-21,5039126
2173529,235950901,2018-02-18,154019603
6362810,619954002,2020-03-20,4561780
27269197,417016010,2019-02-25,118673230
8228690,204396930,2017-10-18,143196810
23550516,366708012,2019-01-03,456204
11079040,321840543,2018-09-11,24936140
40835032,623419451,2020-04-30,93407986
4695498,24965048,2015-01-04,24316949
289665,24131222,2014-12-21,7015618
42986989,626425304,2020-05-27,279048330
7480347,48523141,2015-09-27,39428636
1141559,5217353,2013-06-18,6664785
1337302,63284967,2016-02-21,14068249
7609047,67201409,2016-03-27,21297390
501693,225167629,2018-01-05,103633209
5649857,136049756,2017-03-08,111809072
17824129,154465923,2017-05-24,58006843
18914730,469393783,2019-06-14,236892211
566186,337756543,2018-10-17,55392192
9504776,82993494,2016-06-30,8989271
16581779,342304966,2018-10-28,41279932
31445795,529277771,2019-09-14,36657458
21263728,550833738,2019-10-19,258827686
13341955,199703887,2017-10-02,67930924
24863573,464269004,2019-06-05,34547480
45150018,725227365,2021-01-18,214616001
29079299,714151126,2020-12-07,136659110
25776819,458530765,2019-05-26,113253573
1155870,71195518,2016-04-24,4411155
10157256,561100320,2019-11-08,9752422
8413204,250180839,2018-04-04,44196734
38214503,575871419,2019-12-11,119206085
26348503,673075966,2020-10-10,14345530
17156103,566678682,2019-11-20,243790608
23784498,523404039,2019-09-03,59771253
18249220,233468480,2018-02-09,131246839
13854845,163692432,2017-06-25,133198833
15593280,413113935,2019-02-17,225618372
30280290,551117344,2019-10-20,250386396
23997007,295780173,2018-07-24,199552434
34308841,553640960,2019-10-24,290839835
32036902,432858805,2019-04-05,90237377
2278108,315966443,2018-08-30,9277573
3014209,72246286,2016-05-01,43918509
36880774,573615279,2019-12-06,155846042
2438951,29980610,2015-04-15,27980218
16036940,195250774,2017-09-18,36952379
3294507,228943617,2018-01-21,19194704
3407816,461904396,2019-06-01,87096306
7810755,124670981,2017-01-02,8648020
30155963,432624222,2019-04-04,29701460
16029413,729350443,2021-02-07,245640745
16728107,276868987,2018-06-15,23696332
6435221,37060856,2015-07-04,23931527
17697139,330829348,2018-10-01,43038176
23002001,270581879,2018-05-29,10703506
25788341,547457734,2019-10-15,106771727
45175157,724384595,2021-01-15,107090939
20682650,292936164,2018-07-19,20274055
21486205,714948703,2020-12-12,31886102
44485020,648700811,2020-08-09,220618232
27830517,360131412,2018-12-19,154596436
4260997,252575025,2018-04-11,29510120
5465227,173791512,2017-07-24,46039455
38450713,527978666,2019-09-12,63312328
23559493,324245168,2018-09-16,40050462
25821834,601906374,2020-02-05,87764127
2256516,360801244,2018-12-21,191983080
15346338,198441998,2017-09-29,148039883
2193945,141314751,2017-04-02,46249927
1894630,279973593,2018-06-22,160628441
6703569,209809176,2017-11-06,87319451
21442175,225996251,2018-01-08,49466382
19691108,267488999,2018-05-21,32965586
790245,312589360,2018-08-23,174701795
588841,6763074,2013-08-24,3434654
6945085,521738585,2019-09-01,69606623
24563582,725454672,2021-01-19,34578068
34328202,619609463,2020-03-18,305902482
33725739,486620198,2019-07-13,121614286
1525865,150968654,2017-05-10,61606282
1390131,421366428,2019-03-09,50217181
19093219,317319438,2018-09-02,207678819
35384365,497954362,2019-07-29,231548979
15421244,258731450,2018-04-29,3697919
19417337,324183744,2018-09-16,162454957
9826628,266809824,2018-05-20,71669771
5752192,121430929,2016-12-17,1357174
16138502,139567515,2017-03-25,103762112
8771723,344740239,2018-11-04,222194366
25522780,635308815,2020-07-06,241683393
21957759,276265612,2018-06-13,89766506
17523045,162001588,2017-06-19,23023861
4218338,560488539,2019-11-06,60910372
20700353,218324911,2017-12-12,33432621
568743,630213172,2020-06-17,158617159
4813477,149469825,2017-05-04,11244664
30701853,444174454,2019-04-27,48604382
3266672,141509497,2017-04-03,44202567
43786252,724379312,2021-01-15,259406210
1727003,87451437,2016-07-20,20725608
739341,4081919,2013-04-08,821845
